"SQGDP2 Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018:Q1","2018:Q2","2018:Q3","2018:Q4"
"93000","Great Lakes","56","      Real estate and rental and leasing",315987.1,320281.9,323269.7,326513.0
"93000","Great Lakes","60","      Professional, scientific, and technical services",176163.5,179802.2,179981.7,181215.0
"93000","Great Lakes","64","      Management of companies and enterprises",65554.4,63482.6,65591.3,64215.3
"93000","Great Lakes","65","      Administrative and support and waste management and remediation services",85780.5,86213.3,87319.4,88637.1
"93000","Great Lakes","69","      Educational services",30877.3,31061.5,31450.7,31718.4
"93000","Great Lakes","70","      Health care and social assistance",223702.3,226010.4,228563.4,231294.2
"93000","Great Lakes","76","      Arts, entertainment, and recreation",27173.3,28219.0,28564.0,28471.6
"93000","Great Lakes","79","      Accommodation and food services",74784.2,75672.3,76633.0,77112.2
"93000","Great Lakes","82","      Other services (except government and government enterprises)",60110.9,61230.2,61826.2,62463.1
"93000","Great Lakes","83","  Government and government enterprises",277343.2,278794.1,282629.5,283392.9
"94000","Plains","1","All industry total",1254538.2,1276889.3,1286820.1,1293224.6
"94000","Plains","2","  Private industries",1111602.0,1132257.5,1140265.3,1146885.2
"94000","Plains","3","      Agriculture, forestry, fishing and hunting",36041.0,34358.5,30658.8,30696.7
"94000","Plains","6","      Mining, quarrying, and oil and gas extraction",11491.5,12491.7,13028.4,12990.0
"94000","Plains","10","      Utilities",23358.1,23889.1,23754.5,24354.4
"94000","Plains","11","      Construction",47687.2,48500.0,49398.5,49446.9
"94000","Plains","12","      Manufacturing",170874.9,174840.0,176742.6,177743.6
"94000","Plains","13","          Durable goods manufacturing",95108.1,97490.0,99167.4,99648.1
"94000","Plains","25","          Nondurable goods manufacturing",75766.8,77350.0,77575.2,78095.4
"94000","Plains","34","      Wholesale trade",83390.7,84115.5,85283.2,87400.6
"94000","Plains","35","      Retail trade",70947.1,71933.1,71569.8,71954.4
"94000","Plains","36","      Transportation and warehousing",50095.8,51016.3,51793.2,52648.1
"94000","Plains","45","      Information",41846.8,42925.6,43080.7,43270.3
"94000","Plains","51","      Finance and insurance",113920.1,117974.6,120321.1,117251.9
"94000","Plains","56","      Real estate and rental and leasing",136572.4,138872.8,140456.6,141932.2
"94000","Plains","60","      Professional, scientific, and technical services",71486.5,72745.0,73062.7,73355.5
"94000","Plains","64","      Management of companies and enterprises",32743.7,33897.8,34350.5,34404.3
"94000","Plains","65","      Administrative and support and waste management and remediation services",32331.4,32794.3,33150.0,33565.4
"94000","Plains","69","      Educational services",12287.8,12476.5,12481.1,12627.7
"94000","Plains","70","      Health care and social assistance",106984.9,108592.1,109665.3,111217.0
"94000","Plains","76","      Arts, entertainment, and recreation",10347.0,10836.8,10879.5,10870.0
"94000","Plains","79","      Accommodation and food services",32193.8,32560.6,32876.2,33181.4
"94000","Plains","82","      Other services (except government and government enterprises)",27001.4,27437.1,27712.6,27975.0
"94000","Plains","83","  Government and government enterprises",142936.2,144631.8,146554.8,146339.4
"95000","Southeast","1","All industry total",4246722.3,4314911.3,4369330.1,4404272.5
"95000","Southeast","2","  Private industries",3682536.7,3745983.5,3793413.2,3827284.2
"95000","Southeast","3","      Agriculture, forestry, fishing and hunting",28930.2,30651.0,27397.8,28667.3
"95000","Southeast","6","      Mining, quarrying, and oil and gas extraction",32813.6,33750.7,34644.0,33109.8
"95000","Southeast","10","      Utilities",77758.6,78552.2,78528.0,80849.9
"95000","Southeast","11","      Construction",187499.8,191370.2,194810.8,195819.4
"95000","Southeast","12","      Manufacturing",522822.5,529178.8,537154.2,541526.3
"95000","Southeast","13","          Durable goods manufacturing",255731.3,257074.5,262964.1,266050.4
"95000","Southeast","25","          Nondurable goods manufacturing",267091.2,272104.2,274190.1,275475.9
"95000","Southeast","34","      Wholesale trade",261568.4,265940.1,269763.5,277529.3
"95000","Southeast","35","      Retail trade",263683.5,268441.0,269005.1,269434.9
"95000","Southeast","36","      Transportation and warehousing",145866.1,148423.8,150246.7,152650.9
"95000","Southeast","45","      Information",159378.9,165956.5,167736.1,167774.4
"95000","Southeast","51","      Finance and insurance",268299.3,273684.0,282479.4,276553.8
"95000","Southeast","56","      Real estate and rental and leasing",548962.4,556967.9,562714.1,569551.6
"95000","Southeast","60","      Professional, scientific, and technical services",296430.5,302709.1,306684.5,309191.0
"95000","Southeast","64","      Management of companies and enterprises",79695.9,79072.3,80199.2,80617.6
"95000","Southeast","65","      Administrative and support and waste management and remediation services",150783.0,153057.3,155414.7,159078.2
"95000","Southeast","69","      Educational services",42329.0,42613.8,43547.8,44020.7
"95000","Southeast","70","      Health care and social assistance",329015.3,333238.2,336198.2,340981.6
"95000","Southeast","76","      Arts, entertainment, and recreation",42147.3,44095.1,44679.5,45014.5
"95000","Southeast","79","      Accommodation and food services",146663.3,148664.9,150800.0,152403.2
"95000","Southeast","82","      Other services (except government and government enterprises)",97889.3,99616.8,101409.8,102509.7
"95000","Southeast","83","  Government and government enterprises",564185.6,568927.7,575917.0,576988.3
"96000","Southwest","1","All industry total",2387296.3,2439998.8,2481337.4,2506004.5
"96000","Southwest","2","  Private industries",2108031.9,2157407.5,2194742.0,2217718.0
"96000","Southwest","3","      Agriculture, forestry, fishing and hunting",15735.2,15859.1,13199.2,14666.6
"96000","Southwest","6","      Mining, quarrying, and oil and gas extraction",193939.9,205691.5,216752.9,211642.8
"96000","Southwest","10","      Utilities",42920.6,43487.4,42891.5,44143.4
"96000","Southwest","11","      Construction",117652.5,119536.9,121335.2,122265.6
"96000","Southwest","12","      Manufacturing",281307.9,286927.0,291119.0,297637.4
"96000","Southwest","13","          Durable goods manufacturing",147536.7,148875.6,151100.0,153085.2
"96000","Southwest","25","          Nondurable goods manufacturing",133771.2,138051.4,140019.0,144552.2
"96000","Southwest","34","      Wholesale trade",167221.6,169868.5,172213.2,176893.8
"96000","Southwest","35","      Retail trade",138092.8,141056.8,141550.0,142003.5
"96000","Southwest","36","      Transportation and warehousing",92351.8,92893.0,94722.2,96715.7
"96000","Southwest","45","      Information",82460.7,84824.9,87313.1,88833.8
"96000","Southwest","51","      Finance and insurance",132783.1,138346.5,143740.0,140830.5
"96000","Southwest","56","      Real estate and rental and leasing",256430.8,260406.7,262923.8,266429.0
"96000","Southwest","60","      Professional, scientific, and technical services",158825.3,162021.1,165004.8,167506.8
"96000","Southwest","64","      Management of companies and enterprises",30954.9,31503.5,32372.7,32497.5
"96000","Southwest","65","      Administrative and support and waste management and remediation services",82458.6,83834.4,85004.6,86160.8
"96000","Southwest","69","      Educational services",18225.6,18375.2,18647.2,19079.1
"96000","Southwest","70","      Health care and social assistance",159044.1,160975.7,162637.7,165443.8
"96000","Southwest","76","      Arts, entertainment, and recreation",17512.6,18793.2,18977.3,18837.4
"96000","Southwest","79","      Accommodation and food services",72149.7,73712.5,74636.3,75570.3
"96000","Southwest","82","      Other services (except government and government enterprises)",47964.1,49293.4,49701.2,50560.3
"96000","Southwest","83","  Government and government enterprises",279264.5,282591.2,286595.5,288286.5
"97000","Rocky Mountain","1","All industry total",700121.1,713632.2,722371.4,729412.2
"97000","Rocky Mountain","2","  Private industries",611927.5,624081.9,632043.4,638372.2
"97000","Rocky Mountain","3","      Agriculture, forestry, fishing and hunting",8755.8,8765.6,7574.2,8201.3
"97000","Rocky Mountain","6","      Mining, quarrying, and oil and gas extraction",25883.6,26785.4,27518.2,26636.9
"97000","Rocky Mountain","10","      Utilities",9709.8,10020.7,10023.1,10226.2
"97000","Rocky Mountain","11","      Construction",41659.2,41995.1,42471.5,43183.4
"97000","Rocky Mountain","12","      Manufacturing",57962.1,58784.6,60060.3,61271.6
"97000","Rocky Mountain","13","          Durable goods manufacturing",35196.7,35267.4,35991.3,36599.8
"97000","Rocky Mountain","25","          Nondurable goods manufacturing",22765.4,23517.2,24069.1,24671.9
"97000","Rocky Mountain","34","      Wholesale trade",37509.8,37868.1,38465.2,39609.0
"97000","Rocky Mountain","35","      Retail trade",41881.7,42713.9,42775.4,43183.5
"97000","Rocky Mountain","36","      Transportation and warehousing",28533.4,28524.5,29234.1,30007.5
"97000","Rocky Mountain","45","      Information",30650.8,32617.1,32979.3,32278.3
"97000","Rocky Mountain","51","      Finance and insurance",43201.3,44768.5,45595.8,44464.5
"97000","Rocky Mountain","56","      Real estate and rental and leasing",99635.3,101110.7,102443.5,103273.2
"97000","Rocky Mountain","60","      Professional, scientific, and technical services",53939.0,54994.4,56260.9,57512.3
"97000","Rocky Mountain","64","      Management of companies and enterprises",10983.8,11081.2,11455.9,10966.1
"97000","Rocky Mountain","65","      Administrative and support and waste management and remediation services",20853.1,21557.6,21537.5,22450.8
"97000","Rocky Mountain","69","      Educational services",6687.0,6777.5,6942.0,7105.9
"97000","Rocky Mountain","70","      Health care and social assistance",46483.6,46730.8,47345.0,47999.3
"97000","Rocky Mountain","76","      Arts, entertainment, and recreation",8990.9,9540.0,9541.3,9473.6
"97000","Rocky Mountain","79","      Accommodation and food services",22619.7,23122.0,23302.3,23705.3
"97000","Rocky Mountain","82","      Other services (except government and government enterprises)",15987.6,16324.3,16518.0,16823.3
"97000","Rocky Mountain","83","  Government and government enterprises",88193.6,89550.3,90328.0,91040.0
"98000","Far West","1","All industry total",4023459.3,4109577.5,4152243.5,4199473.4
"98000","Far West","2","  Private industries",3540969.3,3622337.8,3663549.2,3699674.6
"98000","Far West","3","      Agriculture, forestry, fishing and hunting",48870.2,49596.5,50195.9,49938.3
"98000","Far West","6","      Mining, quarrying, and oil and gas extraction",24927.5,25415.3,25955.3,24706.2
"98000","Far West","10","      Utilities",48132.5,48131.9,47436.2,47806.1
"98000","Far West","11","      Construction",159736.5,160852.8,163134.8,165529.7
"98000","Far West","12","      Manufacturing",420026.5,428989.2,432984.5,442422.3
"98000","Far West","13","          Durable goods manufacturing",274920.6,278748.8,280202.0,290383.8
"98000","Far West","25","          Nondurable goods manufacturing",145105.9,150240.4,152782.6,152038.4
"98000","Far West","34","      Wholesale trade",204002.4,207506.4,212519.0,218766.9
"98000","Far West","35","      Retail trade",228007.5,232870.1,234554.9,234827.4
"98000","Far West","36","      Transportation and warehousing",118445.2,121729.4,125107.5,128845.3
"98000","Far West","45","      Information",361607.3,382848.9,382716.3,381523.6
"98000","Far West","51","      Finance and insurance",197105.1,203461.6,206876.2,202244.3
"98000","Far West","56","      Real estate and rental and leasing",656495.4,667079.2,674816.7,680857.1
"98000","Far West","60","      Professional, scientific, and technical services",320869.2,327494.0,331590.5,332877.2
"98000","Far West","64","      Management of companies and enterprises",66250.3,67842.6,69036.1,69973.9
"98000","Far West","65","      Administrative and support and waste management and remediation services",116237.9,118187.8,120368.6,123371.7
"98000","Far West","69","      Educational services",38422.0,38827.6,39333.9,39992.3
"98000","Far West","70","      Health care and social assistance",258781.8,262129.0,265730.2,268916.8
"98000","Far West","76","      Arts, entertainment, and recreation",52251.6,55032.1,55224.1,56127.1
"98000","Far West","79","      Accommodation and food services",143296.6,145704.5,147121.8,150429.0
"98000","Far West","82","      Other services (except government and government enterprises)",77503.7,78638.8,78846.7,80519.2
"98000","Far West","83","  Government and government enterprises",482490.0,487239.7,488694.3,499798.8
"Legend / Footnotes:"
"1/ For levels: millions of dollars, seasonally adjusted at annual rates; for annualized percent change and compound growth rate: seasonally adjusted at annual rates. Industry detail is based on the 2012 North American Industry Classification System (NAICS). Calculations are performed on unrounded data."
"* For the All industry total and Government and government enterprises, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"(D) Not shown to avoid disclosure of confidential information; estimates are included in higher-level totals."
"Last updated: July 7, 2020-- new statistics for 2020:Q1."
