"SQGDP2 Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018:Q1","2018:Q2","2018:Q3","2018:Q4"
"30000","Montana","2","  Private industries",41898.8,42764.9,43239.7,44004.0
"30000","Montana","3","      Agriculture, forestry, fishing and hunting",1676.9,1701.8,1557.2,1585.0
"30000","Montana","6","      Mining, quarrying, and oil and gas extraction",1840.2,1925.0,1930.9,1876.0
"30000","Montana","10","      Utilities",1053.2,1086.1,1105.8,1136.9
"30000","Montana","11","      Construction",2772.5,2861.4,2978.5,3120.6
"30000","Montana","12","      Manufacturing",3228.5,3271.5,3345.3,3434.7
"30000","Montana","13","          Durable goods manufacturing",1211.9,1200.9,1223.1,1237.4
"30000","Montana","25","          Nondurable goods manufacturing",2016.6,2070.5,2122.2,2197.3
"30000","Montana","34","      Wholesale trade",2656.1,2666.3,2712.8,2812.0
"30000","Montana","35","      Retail trade",3174.0,3245.0,3250.9,3276.7
"30000","Montana","36","      Transportation and warehousing",2223.3,2271.9,2330.7,2388.9
"30000","Montana","45","      Information",1192.7,1213.0,1203.9,1210.0
"30000","Montana","51","      Finance and insurance",2467.3,2540.3,2665.9,2615.8
"30000","Montana","56","      Real estate and rental and leasing",6989.2,7096.3,7168.7,7247.2
"30000","Montana","60","      Professional, scientific, and technical services",2428.0,2483.9,2513.2,2634.4
"30000","Montana","64","      Management of companies and enterprises",211.7,226.4,229.3,240.8
"30000","Montana","65","      Administrative and support and waste management and remediation services",1066.8,1093.2,1110.5,1171.1
"30000","Montana","69","      Educational services",258.5,260.9,266.5,269.1
"30000","Montana","70","      Health care and social assistance",5060.9,5110.0,5163.7,5236.7
"30000","Montana","76","      Arts, entertainment, and recreation",634.6,662.2,648.9,620.7
"30000","Montana","79","      Accommodation and food services",1877.1,1930.7,1931.4,1968.5
"30000","Montana","82","      Other services (except government and government enterprises)",1087.3,1118.9,1125.6,1159.1
"30000","Montana","83","  Government and government enterprises",7291.6,7346.1,7375.8,7385.5
"31000","Nebraska","1","All industry total",123942.3,124053.4,123225.8,124690.0
"31000","Nebraska","2","  Private industries",108484.5,108460.7,107429.2,108880.6
"31000","Nebraska","3","      Agriculture, forestry, fishing and hunting",7378.7,6109.3,4905.3,5784.7
"31000","Nebraska","6","      Mining, quarrying, and oil and gas extraction",198.2,206.9,202.6,194.8
"31000","Nebraska","10","      Utilities",3807.0,3869.7,3821.7,3909.2
"31000","Nebraska","11","      Construction",3264.9,3334.1,3364.5,3369.9
"31000","Nebraska","12","      Manufacturing",13353.0,13535.7,13633.9,13630.1
"31000","Nebraska","13","          Durable goods manufacturing",5745.7,5842.4,5908.7,5896.0
"31000","Nebraska","25","          Nondurable goods manufacturing",7607.2,7693.3,7725.3,7734.1
"31000","Nebraska","34","      Wholesale trade",7436.5,7609.3,7600.6,7815.3
"31000","Nebraska","35","      Retail trade",6671.8,6714.0,6620.0,6656.4
"31000","Nebraska","36","      Transportation and warehousing",10256.7,10323.0,10465.0,10661.9
"31000","Nebraska","45","      Information",3666.9,3798.1,3729.9,3728.8
"31000","Nebraska","51","      Finance and insurance",12890.9,12607.2,12546.0,12137.7
"31000","Nebraska","56","      Real estate and rental and leasing",12080.9,12280.1,12416.1,12532.4
"31000","Nebraska","60","      Professional, scientific, and technical services",5281.7,5332.8,5389.5,5454.7
"31000","Nebraska","64","      Management of companies and enterprises",2741.5,2841.4,2680.5,2750.8
"31000","Nebraska","65","      Administrative and support and waste management and remediation services",3321.1,3378.5,3415.3,3451.7
"31000","Nebraska","69","      Educational services",1002.2,1030.9,1028.2,1051.1
"31000","Nebraska","70","      Health care and social assistance",9294.9,9544.1,9624.6,9696.1
"31000","Nebraska","76","      Arts, entertainment, and recreation",677.0,707.2,701.5,716.9
"31000","Nebraska","79","      Accommodation and food services",2698.0,2734.7,2751.1,2774.3
"31000","Nebraska","82","      Other services (except government and government enterprises)",2462.8,2503.7,2533.0,2564.0
"31000","Nebraska","83","  Government and government enterprises",15457.8,15592.7,15796.6,15809.5
"32000","Nevada","1","All industry total",165443.1,167929.1,170349.4,173518.0
"32000","Nevada","2","  Private industries",147677.7,149945.4,152070.7,155160.8
"32000","Nevada","3","      Agriculture, forestry, fishing and hunting",271.8,263.0,225.7,260.8
"32000","Nevada","6","      Mining, quarrying, and oil and gas extraction",4190.9,4054.1,3990.0,3783.3
"32000","Nevada","10","      Utilities",2411.0,2481.8,2416.1,2507.1
"32000","Nevada","11","      Construction",8145.8,8436.9,8704.8,8953.2
"32000","Nevada","12","      Manufacturing",7540.5,7633.9,8143.6,8358.8
"32000","Nevada","13","          Durable goods manufacturing",5498.7,5517.7,5978.1,6154.6
"32000","Nevada","25","          Nondurable goods manufacturing",2041.8,2116.2,2165.5,2204.1
"32000","Nevada","34","      Wholesale trade",7148.5,6803.5,6905.9,7233.8
"32000","Nevada","35","      Retail trade",11204.5,11551.5,11715.4,11801.9
"32000","Nevada","36","      Transportation and warehousing",7684.4,7858.8,7929.7,8100.8
"32000","Nevada","45","      Information",5227.3,5596.0,5659.2,5813.6
"32000","Nevada","51","      Finance and insurance",8871.4,9204.2,9504.4,9305.5
"32000","Nevada","56","      Real estate and rental and leasing",25042.6,25318.7,25531.4,25785.6
"32000","Nevada","60","      Professional, scientific, and technical services",8127.5,8240.8,8356.9,8437.9
"32000","Nevada","64","      Management of companies and enterprises",4438.7,4645.4,4873.0,5873.7
"32000","Nevada","65","      Administrative and support and waste management and remediation services",5649.3,5711.3,5836.2,5996.7
"32000","Nevada","69","      Educational services",813.5,822.4,841.8,863.3
"32000","Nevada","70","      Health care and social assistance",10282.8,10447.1,10601.3,10718.7
"32000","Nevada","76","      Arts, entertainment, and recreation",5363.2,5428.4,5360.0,5385.5
"32000","Nevada","79","      Accommodation and food services",22263.7,22408.6,22395.0,22849.0
"32000","Nevada","82","      Other services (except government and government enterprises)",3000.4,3039.1,3080.4,3131.6
"32000","Nevada","83","  Government and government enterprises",17765.4,17983.7,18278.7,18357.2
"33000","New Hampshire","1","All industry total",83378.6,84268.9,85132.6,85075.4
"33000","New Hampshire","2","  Private industries",74727.8,75506.2,76253.6,76301.4
"33000","New Hampshire","3","      Agriculture, forestry, fishing and hunting",195.8,199.0,216.5,219.5
"33000","New Hampshire","6","      Mining, quarrying, and oil and gas extraction",58.7,60.3,60.8,58.2
"33000","New Hampshire","10","      Utilities",1461.2,1366.7,1379.8,1409.5
"33000","New Hampshire","11","      Construction",2618.8,2636.5,2641.9,2584.7
"33000","New Hampshire","12","      Manufacturing",9506.3,9539.3,10020.6,9706.0
"33000","New Hampshire","13","          Durable goods manufacturing",7292.6,7350.2,7800.5,7459.0
"33000","New Hampshire","25","          Nondurable goods manufacturing",2213.7,2189.1,2220.1,2247.0
"33000","New Hampshire","34","      Wholesale trade",5358.1,5375.9,5461.1,5516.4
"33000","New Hampshire","35","      Retail trade",5462.3,5563.0,5581.8,5546.6
"33000","New Hampshire","36","      Transportation and warehousing",1248.8,1296.0,1311.9,1317.5
"33000","New Hampshire","45","      Information",3216.0,3254.7,3490.7,3337.9
"33000","New Hampshire","51","      Finance and insurance",6879.2,7162.3,6601.1,6740.4
"33000","New Hampshire","56","      Real estate and rental and leasing",12067.5,12220.0,12293.9,12302.0
"33000","New Hampshire","60","      Professional, scientific, and technical services",6584.7,6760.1,6610.5,6717.2
"33000","New Hampshire","64","      Management of companies and enterprises",1366.9,1142.6,1334.4,1328.4
"33000","New Hampshire","65","      Administrative and support and waste management and remediation services",2999.5,3014.0,3045.8,3135.5
"33000","New Hampshire","69","      Educational services",1892.2,1935.2,1948.7,1962.9
"33000","New Hampshire","70","      Health care and social assistance",7777.4,7779.4,7967.8,8072.4
"33000","New Hampshire","76","      Arts, entertainment, and recreation",1176.5,1256.7,1272.8,1280.8
"33000","New Hampshire","79","      Accommodation and food services",3056.7,3107.3,3143.0,3162.6
"33000","New Hampshire","82","      Other services (except government and government enterprises)",1801.3,1837.1,1870.6,1903.0
"33000","New Hampshire","83","  Government and government enterprises",8650.7,8762.7,8879.0,8774.0
"34000","New Jersey","1","All industry total",612202.1,620066.1,625747.2,629995.9
"34000","New Jersey","2","  Private industries",549132.0,555995.8,561101.5,564607.3
"34000","New Jersey","3","      Agriculture, forestry, fishing and hunting",693.9,691.9,754.4,753.9
"34000","New Jersey","6","      Mining, quarrying, and oil and gas extraction",329.4,356.8,366.2,367.3
"34000","New Jersey","10","      Utilities",10731.7,10439.8,10211.5,10164.0
"34000","New Jersey","11","      Construction",23358.3,23483.2,23269.0,23155.0
"34000","New Jersey","12","      Manufacturing",51141.5,51819.6,52572.4,53513.9
"34000","New Jersey","13","          Durable goods manufacturing",18558.0,18228.5,19144.8,18202.8
"34000","New Jersey","25","          Nondurable goods manufacturing",32583.4,33591.1,33427.6,35311.1
"34000","New Jersey","34","      Wholesale trade",50595.7,51533.3,52093.9,53063.1
"34000","New Jersey","35","      Retail trade",34611.0,35016.5,35107.8,35285.0
"34000","New Jersey","36","      Transportation and warehousing",22397.4,22646.4,22654.3,23356.3
"34000","New Jersey","45","      Information",26504.7,26370.4,27189.7,26846.5
"34000","New Jersey","51","      Finance and insurance",42204.8,42079.3,43188.0,41508.7
"34000","New Jersey","56","      Real estate and rental and leasing",98014.6,99407.3,100499.9,101536.6
"34000","New Jersey","60","      Professional, scientific, and technical services",56635.0,57915.3,57883.3,58147.2
"34000","New Jersey","64","      Management of companies and enterprises",18672.0,18889.1,19118.8,19408.9
"34000","New Jersey","65","      Administrative and support and waste management and remediation services",23730.0,24234.5,24305.1,24769.5
"34000","New Jersey","69","      Educational services",7507.9,7622.3,7660.7,7827.3
"34000","New Jersey","70","      Health care and social assistance",49365.8,49491.2,50246.6,50530.3
"34000","New Jersey","76","      Arts, entertainment, and recreation",6125.7,6424.0,6513.8,6639.9
"34000","New Jersey","79","      Accommodation and food services",14605.9,15438.0,15194.3,15314.9
"34000","New Jersey","82","      Other services (except government and government enterprises)",11906.9,12136.9,12271.8,12419.0
"34000","New Jersey","83","  Government and government enterprises",63070.0,64070.2,64645.7,65388.6
"35000","New Mexico","1","All industry total",97488.9,99742.1,101585.8,102370.5
"35000","New Mexico","2","  Private industries",74779.9,76928.5,78148.3,78921.3
"35000","New Mexico","3","      Agriculture, forestry, fishing and hunting",1181.4,1191.6,1092.0,1184.1
"35000","New Mexico","6","      Mining, quarrying, and oil and gas extraction",9693.2,10624.5,10993.6,10831.5
"35000","New Mexico","10","      Utilities",1672.0,1691.7,1701.2,1711.3
"35000","New Mexico","11","      Construction",3699.0,3733.5,3766.4,3778.0
"35000","New Mexico","12","      Manufacturing",3935.5,4123.1,4244.8,4407.1
"35000","New Mexico","13","          Durable goods manufacturing",1841.6,1888.3,1962.6,2059.7
"35000","New Mexico","25","          Nondurable goods manufacturing",2093.9,2234.9,2282.1,2347.3
"35000","New Mexico","34","      Wholesale trade",3043.9,3135.8,3150.6,3254.1
"35000","New Mexico","35","      Retail trade",5655.0,5653.2,5651.5,5703.8
"35000","New Mexico","36","      Transportation and warehousing",2742.0,2777.7,2881.3,2928.9
"35000","New Mexico","45","      Information",2640.3,2643.6,2824.5,2935.3
"35000","New Mexico","51","      Finance and insurance",3286.2,3437.2,3519.5,3390.1
"35000","New Mexico","56","      Real estate and rental and leasing",12844.5,13069.9,13213.3,13363.3
"35000","New Mexico","60","      Professional, scientific, and technical services",7164.9,7313.6,7375.7,7390.2
"35000","New Mexico","64","      Management of companies and enterprises",547.7,555.6,555.0,569.7
"35000","New Mexico","65","      Administrative and support and waste management and remediation services",2583.4,2641.3,2693.4,2806.0
"35000","New Mexico","69","      Educational services",550.2,552.6,567.5,578.1
"35000","New Mexico","70","      Health care and social assistance",7447.0,7509.2,7617.6,7681.4
"35000","New Mexico","76","      Arts, entertainment, and recreation",686.2,729.1,744.9,756.2
"35000","New Mexico","79","      Accommodation and food services",3279.8,3342.7,3378.7,3424.1
"35000","New Mexico","82","      Other services (except government and government enterprises)",2127.6,2202.4,2176.6,2228.1
"35000","New Mexico","83","  Government and government enterprises",22709.0,22813.6,23437.6,23449.2
"36000","New York","1","All industry total",1643465.7,1668085.1,1683970.0,1679944.0
"36000","New York","2","  Private industries",1468870.7,1492004.4,1505413.7,1500715.8
"36000","New York","3","      Agriculture, forestry, fishing and hunting",2237.7,2362.5,2297.0,2445.0
"36000","New York","6","      Mining, quarrying, and oil and gas extraction",951.1,1008.7,1003.1,954.4
"36000","New York","10","      Utilities",23388.6,23279.4,22775.4,23319.3
"36000","New York","11","      Construction",50671.9,51017.4,51611.4,51421.4
"36000","New York","12","      Manufacturing",70799.4,71814.8,71559.3,72652.2
"36000","New York","13","          Durable goods manufacturing",35713.6,35999.0,36413.1,36687.7
"36000","New York","25","          Nondurable goods manufacturing",35085.8,35815.8,35146.2,35964.5
"36000","New York","34","      Wholesale trade",74304.8,76914.0,76241.0,75422.9
"36000","New York","35","      Retail trade",71511.5,72097.2,71222.3,70591.4
"36000","New York","36","      Transportation and warehousing",32103.0,32376.1,32712.5,33294.2
"36000","New York","45","      Information",128375.7,131695.9,134624.3,135768.0
"36000","New York","51","      Finance and insurance",307420.4,310563.6,313906.7,305004.3
"36000","New York","56","      Real estate and rental and leasing",234831.2,237386.6,239340.6,240536.5
"36000","New York","60","      Professional, scientific, and technical services",141852.7,144253.3,147409.9,144266.2
"36000","New York","64","      Management of companies and enterprises",28751.2,29477.7,29411.8,29615.0
"36000","New York","65","      Administrative and support and waste management and remediation services",42849.2,43937.1,44961.7,45449.4
"36000","New York","69","      Educational services",35183.0,35738.3,35835.3,36535.0
"36000","New York","70","      Health care and social assistance",119861.7,122029.8,123346.9,126086.6
"36000","New York","76","      Arts, entertainment, and recreation",26845.9,28049.0,28357.4,27966.0
"36000","New York","79","      Accommodation and food services",45511.0,46164.7,46095.2,46697.6
"36000","New York","82","      Other services (except government and government enterprises)",31420.7,31838.4,32702.0,32690.6
"36000","New York","83","  Government and government enterprises",174594.9,176080.7,178556.2,179228.2
"37000","North Carolina","1","All industry total",551999.7,563370.8,566922.7,572469.0
"37000","North Carolina","2","  Private industries",479387.7,489349.7,493168.6,498180.4
"37000","North Carolina","3","      Agriculture, forestry, fishing and hunting",4302.5,4423.7,3302.1,3919.0
"37000","North Carolina","6","      Mining, quarrying, and oil and gas extraction",526.6,538.8,575.6,544.4
"37000","North Carolina","10","      Utilities",8643.0,8836.5,9050.7,9210.9
"37000","North Carolina","11","      Construction",20686.9,21256.0,21607.2,22067.3
"37000","North Carolina","12","      Manufacturing",99440.9,101144.1,101001.2,101372.3
"37000","North Carolina","13","          Durable goods manufacturing",44391.4,44994.0,45443.6,46176.6
"37000","North Carolina","25","          Nondurable goods manufacturing",55049.5,56150.2,55557.6,55195.7
"37000","North Carolina","34","      Wholesale trade",31881.8,32519.1,32771.7,33506.8
"37000","North Carolina","35","      Retail trade",28379.8,28836.7,28823.8,29180.4
"37000","North Carolina","36","      Transportation and warehousing",13236.2,13189.1,13335.6,13622.3
"37000","North Carolina","45","      Information",19508.6,20072.0,20299.1,20302.8
"37000","North Carolina","51","      Finance and insurance",47549.8,49495.7,50216.2,49447.1
"37000","North Carolina","56","      Real estate and rental and leasing",63175.9,64143.4,64743.0,65392.7
"37000","North Carolina","60","      Professional, scientific, and technical services",35294.9,36578.5,37493.5,38171.0
"37000","North Carolina","64","      Management of companies and enterprises",12989.0,13049.4,13299.9,13164.8
"37000","North Carolina","65","      Administrative and support and waste management and remediation services",17667.3,17878.9,18139.3,18734.1
"37000","North Carolina","69","      Educational services",7285.9,7317.0,7610.4,7575.6
"37000","North Carolina","70","      Health care and social assistance",37128.2,37624.2,38049.2,38611.0
"37000","North Carolina","76","      Arts, entertainment, and recreation",4687.1,5003.2,5045.5,5033.5
"37000","North Carolina","79","      Accommodation and food services",15941.6,16212.6,16398.7,16714.6
"37000","North Carolina","82","      Other services (except government and government enterprises)",11061.9,11230.7,11405.9,11609.9
"37000","North Carolina","83","  Government and government enterprises",72612.0,74021.1,73754.1,74288.6
"38000","North Dakota","1","All industry total",54380.5,55963.0,57018.0,56967.6
"38000","North Dakota","2","  Private industries",48211.3,49696.2,50696.6,50649.4
"38000","North Dakota","3","      Agriculture, forestry, fishing and hunting",3167.4,3230.9,3382.0,3078.2
"38000","North Dakota","6","      Mining, quarrying, and oil and gas extraction",6040.7,6619.3,7037.0,6907.9
"38000","North Dakota","10","      Utilities",1403.3,1437.5,1475.9,1423.5
"38000","North Dakota","11","      Construction",3017.6,3157.2,3249.4,3240.8
"38000","North Dakota","12","      Manufacturing",3891.2,3977.1,4010.0,4079.8
"38000","North Dakota","13","          Durable goods manufacturing",2264.7,2298.1,2323.3,2375.8
"38000","North Dakota","25","          Nondurable goods manufacturing",1626.5,1679.0,1686.7,1704.0
"38000","North Dakota","34","      Wholesale trade",4476.2,4558.0,4653.0,4741.1
"38000","North Dakota","35","      Retail trade",2978.2,3017.2,3004.4,3006.7
"38000","North Dakota","36","      Transportation and warehousing",2801.9,2862.4,2928.2,2974.5
"38000","North Dakota","45","      Information",1440.4,1425.5,1421.7,1416.2
"38000","North Dakota","51","      Finance and insurance",2528.6,2631.7,2708.5,2652.6
"38000","North Dakota","56","      Real estate and rental and leasing",6332.1,6434.2,6500.4,6590.4
"38000","North Dakota","60","      Professional, scientific, and technical services",1767.0,1788.9,1816.4,1809.9
"38000","North Dakota","64","      Management of companies and enterprises",617.5,626.2,616.1,637.6
"38000","North Dakota","65","      Administrative and support and waste management and remediation services",885.8,900.1,900.5,911.5
"38000","North Dakota","69","      Educational services",186.6,185.2,195.5,197.0
"38000","North Dakota","70","      Health care and social assistance",4304.1,4420.2,4333.1,4495.6
"38000","North Dakota","76","      Arts, entertainment, and recreation",193.6,204.5,205.5,210.7
"38000","North Dakota","79","      Accommodation and food services",1208.1,1232.8,1244.2,1248.4
"38000","North Dakota","82","      Other services (except government and government enterprises)",970.9,987.4,1014.6,1027.0
"38000","North Dakota","83","  Government and government enterprises",6169.2,6266.8,6321.4,6318.2
"39000","Ohio","1","All industry total",662321.0,673078.1,682922.3,685299.4
"39000","Ohio","2","  Private industries",590892.5,601249.1,609703.9,612057.9
"39000","Ohio","3","      Agriculture, forestry, fishing and hunting",3737.9,4064.3,3787.7,3602.4
"39000","Ohio","6","      Mining, quarrying, and oil and gas extraction",12963.0,13843.3,14180.7,12987.9
"39000","Ohio","10","      Utilities",10756.9,10993.9,10966.3,11508.2
"39000","Ohio","11","      Construction",24717.6,25043.7,25491.7,25653.1
"39000","Ohio","12","      Manufacturing",108810.6,110256.7,112864.4,114030.8
"39000","Ohio","13","          Durable goods manufacturing",61533.0,61981.6,63234.1,63335.5
"39000","Ohio","25","          Nondurable goods manufacturing",47277.7,48275.1,49630.3,50695.3
"39000","Ohio","34","      Wholesale trade",40985.6,41210.9,41808.2,42897.7
"39000","Ohio","35","      Retail trade",38609.7,39069.0,38806.4,38895.0
"39000","Ohio","36","      Transportation and warehousing",22589.7,22664.3,23253.9,23729.7
"39000","Ohio","45","      Information",17118.6,18244.1,17612.7,17890.0
"39000","Ohio","51","      Finance and insurance",60351.0,61647.2,63715.8,61743.6
"39000","Ohio","56","      Real estate and rental and leasing",72374.1,73583.5,74102.1,74911.4
"39000","Ohio","60","      Professional, scientific, and technical services",34328.5,34848.7,35131.0,35380.9
"39000","Ohio","64","      Management of companies and enterprises",20894.3,21055.1,21985.4,21872.0
"39000","Ohio","65","      Administrative and support and waste management and remediation services",20612.8,20760.5,20961.7,21378.4
"39000","Ohio","69","      Educational services",6146.9,6228.0,6339.5,6467.4
"39000","Ohio","70","      Health care and social assistance",57940.5,58685.9,59299.4,59682.0
"39000","Ohio","76","      Arts, entertainment, and recreation",7374.9,7862.9,7917.5,7730.7
"39000","Ohio","79","      Accommodation and food services",16775.2,17069.4,17205.4,17365.2
"39000","Ohio","82","      Other services (except government and government enterprises)",13804.7,14117.8,14274.2,14331.4
"39000","Ohio","83","  Government and government enterprises",71428.5,71829.0,73218.5,73241.5
"40000","Oklahoma","1","All industry total",198108.1,201870.7,204383.7,205854.0
"40000","Oklahoma","2","  Private industries",168195.6,171604.2,173431.6,174513.7
"40000","Oklahoma","3","      Agriculture, forestry, fishing and hunting",2686.5,2645.8,2087.2,2430.1
"40000","Oklahoma","6","      Mining, quarrying, and oil and gas extraction",28068.9,29553.1,30436.8,29333.5
"40000","Oklahoma","10","      Utilities",3906.9,4030.1,4047.6,4376.1
"40000","Oklahoma","11","      Construction",7145.9,7327.8,7384.4,7536.6
"40000","Oklahoma","12","      Manufacturing",18149.9,18452.9,18488.1,18769.4
"40000","Oklahoma","13","          Durable goods manufacturing",10751.3,10810.7,10778.7,10817.0
"40000","Oklahoma","25","          Nondurable goods manufacturing",7398.6,7642.1,7709.4,7952.4
"40000","Oklahoma","34","      Wholesale trade",10789.2,10806.8,10966.1,11363.5
"40000","Oklahoma","35","      Retail trade",10950.0,11121.9,11057.1,11075.8
"40000","Oklahoma","36","      Transportation and warehousing",13218.7,13127.9,13394.1,13631.9
"40000","Oklahoma","45","      Information",4583.9,4858.7,4854.7,4850.9
"40000","Oklahoma","51","      Finance and insurance",7478.2,7638.9,7882.8,7501.3
"40000","Oklahoma","56","      Real estate and rental and leasing",18514.6,18880.4,19038.3,19214.7
"40000","Oklahoma","60","      Professional, scientific, and technical services",8276.9,8367.9,8420.7,8609.7
"40000","Oklahoma","64","      Management of companies and enterprises",2197.1,2364.8,2381.2,2465.5
"40000","Oklahoma","65","      Administrative and support and waste management and remediation services",6062.0,6079.1,6207.9,6270.0
"40000","Oklahoma","69","      Educational services",1111.2,1117.0,1130.4,1164.1
"40000","Oklahoma","70","      Health care and social assistance",14178.5,14108.0,14343.1,14544.9
"40000","Oklahoma","76","      Arts, entertainment, and recreation",1305.4,1364.0,1429.7,1375.5
"40000","Oklahoma","79","      Accommodation and food services",5519.6,5617.8,5659.3,5724.4
"40000","Oklahoma","82","      Other services (except government and government enterprises)",4052.1,4141.4,4222.2,4275.7
"40000","Oklahoma","83","  Government and government enterprises",29912.5,30266.5,30952.1,31340.3
"41000","Oregon","1","All industry total",234832.4,238125.3,241630.0,244543.6
"41000","Oregon","2","  Private industries",205180.7,207993.3,211163.4,213820.9
"41000","Oregon","3","      Agriculture, forestry, fishing and hunting",3571.5,3481.3,3703.4,3663.9
"41000","Oregon","6","      Mining, quarrying, and oil and gas extraction",301.2,310.9,327.5,327.1
"41000","Oregon","10","      Utilities",3031.9,3032.7,3119.6,3125.5
"41000","Oregon","11","      Construction",10654.1,10783.7,11019.3,11186.5
"41000","Oregon","12","      Manufacturing",33260.7,33831.7,34604.5,34518.6
"41000","Oregon","13","          Durable goods manufacturing",26941.4,27310.7,28184.9,28205.8
"41000","Oregon","25","          Nondurable goods manufacturing",6319.4,6521.0,6419.6,6312.8
"41000","Oregon","34","      Wholesale trade",12497.9,12642.5,12722.0,13136.3
"41000","Oregon","35","      Retail trade",11876.2,12025.1,12072.3,12129.2
"41000","Oregon","36","      Transportation and warehousing",6759.9,6920.1,7091.9,7368.5
"41000","Oregon","45","      Information",8595.2,8435.2,8907.7,9362.3
"41000","Oregon","51","      Finance and insurance",10705.7,11161.8,11436.6,11050.3
"41000","Oregon","56","      Real estate and rental and leasing",38109.7,38589.3,39036.7,39331.7
"41000","Oregon","60","      Professional, scientific, and technical services",13685.8,13718.9,14041.1,14397.7
"41000","Oregon","64","      Management of companies and enterprises",7932.9,8078.6,7774.4,8001.7
"41000","Oregon","65","      Administrative and support and waste management and remediation services",6572.0,6666.4,6659.1,6886.2
"41000","Oregon","69","      Educational services",2091.1,2112.0,2110.4,2167.5
"41000","Oregon","70","      Health care and social assistance",20159.0,20538.1,20618.3,20980.1
"41000","Oregon","76","      Arts, entertainment, and recreation",2076.4,2240.6,2264.8,2256.1
"41000","Oregon","79","      Accommodation and food services",8166.0,8308.1,8413.4,8621.2
"41000","Oregon","82","      Other services (except government and government enterprises)",5133.5,5116.4,5240.5,5310.4
"41000","Oregon","83","  Government and government enterprises",29651.7,30132.1,30466.6,30722.8
"42000","Pennsylvania","1","All industry total",766321.6,781034.6,790711.2,794603.7
"42000","Pennsylvania","2","  Private industries",692158.6,706045.9,714711.4,718518.6
"42000","Pennsylvania","3","      Agriculture, forestry, fishing and hunting",2855.3,3000.9,2940.0,3128.7
"42000","Pennsylvania","6","      Mining, quarrying, and oil and gas extraction",16758.6,18092.6,18388.3,17756.5
"42000","Pennsylvania","10","      Utilities",12935.5,13306.3,13139.9,13702.3
"42000","Pennsylvania","11","      Construction",33177.8,33327.8,33118.3,33415.0
"42000","Pennsylvania","12","      Manufacturing",88656.9,91196.1,92725.3,93369.3
"42000","Pennsylvania","13","          Durable goods manufacturing",43096.7,43989.2,44790.7,44633.5
"42000","Pennsylvania","25","          Nondurable goods manufacturing",45560.2,47206.8,47934.6,48735.7
"42000","Pennsylvania","34","      Wholesale trade",43637.4,44251.9,44783.5,45978.5
"42000","Pennsylvania","35","      Retail trade",36800.2,37101.5,37240.1,37208.6
"42000","Pennsylvania","36","      Transportation and warehousing",28523.1,28878.8,29301.3,29815.4
"42000","Pennsylvania","45","      Information",46621.0,47945.2,49211.3,50083.9
"42000","Pennsylvania","51","      Finance and insurance",51014.6,52908.0,54155.9,52570.2
"42000","Pennsylvania","56","      Real estate and rental and leasing",93795.5,94897.4,95996.5,96769.5
"42000","Pennsylvania","60","      Professional, scientific, and technical services",56109.2,57540.0,57970.0,58047.7
"42000","Pennsylvania","64","      Management of companies and enterprises",24093.9,24425.1,24781.7,23453.3
"42000","Pennsylvania","65","      Administrative and support and waste management and remediation services",19811.3,20120.7,20303.4,20658.5
"42000","Pennsylvania","69","      Educational services",18666.4,18917.4,18977.7,19372.7
"42000","Pennsylvania","70","      Health care and social assistance",75169.8,76242.0,77159.1,78103.3
"42000","Pennsylvania","76","      Arts, entertainment, and recreation",8918.0,8669.9,9065.8,9101.6
"42000","Pennsylvania","79","      Accommodation and food services",17979.0,18256.5,18352.6,18568.9
"42000","Pennsylvania","82","      Other services (except government and government enterprises)",16635.2,16967.9,17100.4,17414.7
"42000","Pennsylvania","83","  Government and government enterprises",74162.9,74988.7,75999.9,76085.1
"44000","Rhode Island","1","All industry total",59733.7,60591.0,60413.2,61612.5
"44000","Rhode Island","2","  Private industries",51863.2,52532.4,52379.0,53625.3
"44000","Rhode Island","3","      Agriculture, forestry, fishing and hunting","(D)","(D)","(D)","(D)"
"44000","Rhode Island","6","      Mining, quarrying, and oil and gas extraction","(D)","(D)","(D)","(D)"
"44000","Rhode Island","10","      Utilities",1079.2,937.8,923.0,1066.0
"44000","Rhode Island","11","      Construction",2329.6,2388.7,2383.0,2369.3
"44000","Rhode Island","12","      Manufacturing",5032.2,5102.3,5135.3,5107.9
"44000","Rhode Island","13","          Durable goods manufacturing",3368.7,3394.6,3464.2,3457.7
"44000","Rhode Island","25","          Nondurable goods manufacturing",1663.5,1707.6,1671.1,1650.2
"44000","Rhode Island","34","      Wholesale trade",3546.0,3584.6,3620.8,3698.2
"44000","Rhode Island","35","      Retail trade",3244.5,3248.9,3300.1,3300.7
"44000","Rhode Island","36","      Transportation and warehousing",1001.1,1023.3,1049.6,1056.6
"44000","Rhode Island","45","      Information",1492.7,1409.0,1449.4,1503.9
"44000","Rhode Island","51","      Finance and insurance",5797.6,6024.3,5536.6,5811.5
"44000","Rhode Island","56","      Real estate and rental and leasing",8536.4,8674.9,8742.3,8839.9
"44000","Rhode Island","60","      Professional, scientific, and technical services",3621.3,3580.9,3656.5,3712.6
"44000","Rhode Island","64","      Management of companies and enterprises",2054.9,2220.0,2154.3,2516.3
